"","age","price","bedrooms","bathrooms","bathroom_to_bedroom_ratio","floors","waterfront","view","condition","grade","yr_renovated","sqft_living15","sqft_lot15","sqft_above","sqft_basement"
"7864","Average","Premium","3","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Large","Large","Very small","No basement"
"7865","New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"7866","Moderately New","Ultra premium","4","4","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","Very Small"
"7867","Moderately New","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Large","Small","No basement"
"7868","New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Small","Very large","No basement"
"7869","New","Cheap","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Very small","Small","No basement"
"7870","Old","Ultra premium","4","3","Adequate","2","No","Multiple views","Decent","Decent","Not renovated","Very large","Very large","Large","Small"
"7871","Moderately Old","Expensive","3","2","Adequate","1","No","No view","Good","Poor","Not renovated","Very small","Average","Small","No basement"
"7872","Old","Affordable","2","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Very small","Very small","Very small","Large"
"7873","New","Affordable","3","3","Adequate","3","No","No view","Decent","Decent","Not renovated","Very small","Very small","Average","No basement"
"7874","New","Expensive","2","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Small","Small","No basement"
"7875","Old","Affordable","4","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very small","Small","Very Small"
"7876","Moderately Old","Cheap","4","1","Less than adequate","1","No","No view","Good","Poor","Not renovated","Very small","Small","Very small","No basement"
"7877","Moderately New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Average","Large","No basement"
"7878","Old","Cheap","2","1","Less than adequate","1","No","No view","Good","Poor","Not renovated","Very small","Average","Very small","No basement"
"7879","Average","Premium","3","2","Adequate","1","No","No view","Good","Good","Not renovated","Very large","Very large","Very large","Very Small"
"7880","Moderately Old","Premium","3","2","Adequate","2","No","Single View","Good","Decent","Not renovated","Large","Large","Large","No basement"
"7881","Moderately New","Ultra premium","4","4","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"7882","Average","Cheap","4","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Average","Average","Medium"
"7883","Old","Ultra premium","3","2","Adequate","2","No","No view","Decent","Decent","Renovated","Average","Very small","Average","No basement"
"7884","Old","Ultra premium","4","2","Less than adequate","1","Yes","Multiple views","Excellent","Good","Renovated","Very large","Very large","Large","Small"
"7885","Moderately New","Expensive","5","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Small","Average","Medium"
"7886","Average","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Very small","Small"
"7887","Moderately Old","Cheap","4","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Very large","Average","Medium"
"7888","Moderately Old","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Large","Small","No basement"
"7889","Average","Expensive","5","3","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Average","Small","Large"
"7890","Moderately New","Cheap","2","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Very small","Very small","No basement"
"7891","Moderately Old","Expensive","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Large","Very small","Large"
"7892","Old","Cheap","2","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Very small","No basement"
"7893","Average","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Large","Small","No basement"
"7894","Average","Cheap","4","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very large","Small","No basement"
"7895","New","Affordable","3","2","Adequate","3","No","Multiple views","Decent","Decent","Not renovated","Small","Very small","Small","No basement"
"7896","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Large","Average","Small","No basement"
"7897","New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very small","Very small","Small"
"7898","Moderately New","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very small","Small","No basement"
"7899","Old","Affordable","3","2","Adequate","2","No","No view","Good","Poor","Not renovated","Average","Very large","Large","No basement"
"7900","Moderately New","Expensive","3","2","Adequate","2","No","No view","Good","Poor","Not renovated","Average","Small","Average","No basement"
"7901","Moderately Old","Expensive","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Large","Average","No basement"
"7902","Average","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Average","No basement"
"7903","Average","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Large","No basement"
"7904","New","Premium","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Small","Large","No basement"
"7905","Old","Ultra premium","6","5","Adequate","2","No","No view","Decent","Excellent","Renovated","Very large","Small","Very large","Small"
"7906","Average","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Large","Small","No basement"
"7907","Moderately Old","Premium","3","2","Adequate","2","No","No view","Good","Decent","Not renovated","Very large","Large","Very large","No basement"
"7908","New","Premium","4","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Average","Very large","No basement"
"7909","Average","Ultra premium","3","2","Adequate","2","No","No view","Decent","Decent","Renovated","Very large","Very large","Very large","No basement"
"7910","New","Expensive","4","2","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very small","Large","No basement"
"7911","Moderately New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Large","No basement"
"7912","New","Ultra premium","4","4","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"7913","Moderately New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Very small","Average","No basement"
"7914","New","Expensive","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very small","Small","Small"
"7915","Average","Ultra premium","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Very large","Large","Average","Very Small"
"7916","Moderately Old","Expensive","3","3","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Average","Medium"
"7917","Old","Premium","5","2","Less than adequate","2","No","No view","Good","Decent","Not renovated","Small","Very small","Large","No basement"
"7918","Average","Affordable","2","1","Less than adequate","2","No","No view","Good","Decent","Not renovated","Very small","Average","Very small","No basement"
"7919","Moderately New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"7920","Average","Affordable","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Large","Small","No basement"
"7921","Old","Ultra premium","3","2","Adequate","1","No","No view","Excellent","Decent","Not renovated","Small","Very small","Very small","Large"
"7922","Old","Premium","3","2","Adequate","1","No","No view","Decent","Poor","Not renovated","Small","Very small","Very small","Large"
"7923","Old","Premium","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Very small","Very small","Very small","Large"
"7924","Average","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Small","Very Small"
"7925","Average","Premium","4","2","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Small","Large","Large","No basement"
"7926","Average","Cheap","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Very small","Small"
"7927","New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"7928","Moderately New","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Small","Small"
"7929","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Very small","Average","Very small","Small"
"7930","Average","Premium","6","3","Less than adequate","2","No","No view","Good","Decent","Not renovated","Very large","Very large","Very large","No basement"
"7931","Moderately New","Ultra premium","4","3","Adequate","2","No","Multiple views","Good","Good","Not renovated","Very large","Small","Very large","Small"
"7932","Moderately Old","Affordable","4","2","Less than adequate","1","No","No view","Excellent","Decent","Not renovated","Average","Small","Very small","Medium"
